customer_key,first_name,last_name,sales,term,usersegment,outlier_flag
16615,Warren,Ye,3578,Short_Term-User,New,False
5525,Damien,Huang,4733,Long-Term-User,Regular,False
5349,Roy,Raman,5918,Long-Term-User,VIP,False
5516,Troy,Sai,4733,Long-Term-User,Regular,False
5621,Cameron,Thompson,5895,Long-Term-User,VIP,False
602,Ivan,Raman,5932,Long-Term-User,VIP,False
6957,Jaime,Gomez,2431,Long-Term-User,Regular,False
5637,Danny,Gomez,5932,Long-Term-User,VIP,False
10742,Alexa,Sanders,4127,Long-Term-User,Regular,False
2586,Savannah,Morris,8368,Long-Term-User,VIP,True
5524,Sandra,Huang,4698,Long-Term-User,Regular,False
5,Elizabeth,Johnson,8196,Long-Term-User,VIP,True
27,Harold,Sai,6575,Long-Term-User,VIP,True
612,Ernest,Lin,5873,Long-Term-User,VIP,False
5351,Fernando,Thompson,5903,Long-Term-User,VIP,False
17391,Frederick,Suri,3375,Short_Term-User,New,False
16663,Bianca,Zheng,5997,Long-Term-User,VIP,False
5520,Yolanda,Chander,4752,Long-Term-User,Regular,False
3559,Marcel,Truempy,1527,Long-Term-User,Regular,False
14251,Anthony,Walker,1883,Long-Term-User,Regular,False
9,Rob,Verhoff,8106,Long-Term-User,VIP,True
16664,Aaron,Collins,6047,Long-Term-User,VIP,False
16670,Katelyn,Allen,5997,Long-Term-User,VIP,False
5350,Levi,Sai,5898,Long-Term-User,VIP,False
29,Jill,Jimenez,6474,Long-Term-User,VIP,True
16612,Jack,Edwards,3578,Short_Term-User,New,False
15621,Isabella,Green,699,Short_Term-User,New,False
17394,Ramon,Zheng,4539,Long-Term-User,Regular,False
16674,Jennifer,Young,3578,Short_Term-User,New,False
2407,Craig,Jim├®nez,7300,Long-Term-User,VIP,True
5631,Jaime,Sutton,5973,Long-Term-User,VIP,False
11042,Paige,Morris,4167,Long-Term-User,Regular,False
17067,Justin,Taylor,5997,Long-Term-User,VIP,False
5744,Ariana,Stewart,6070,Long-Term-User,VIP,False
5662,Shane,Raman,5908,Long-Term-User,VIP,False
5663,Stacey,Gao,4355,Long-Term-User,Regular,False
17039,Philip,Gomez,5985,Long-Term-User,VIP,False
9049,Virginia,Srini,3142,Long-Term-User,Regular,False
5660,Emily,Jones,5873,Long-Term-User,VIP,False
55,Deanna,Munoz,8223,Long-Term-User,VIP,True
48,Jaclyn,Lu,6582,Long-Term-User,VIP,True
2601,Marie,Sanz,8460,Long-Term-User,VIP,True
6052,Jessie,Ortega,6060,Long-Term-User,VIP,False
5676,Kristi,Arthur,4384,Long-Term-User,Regular,False
5713,Suzanne,Lu,4417,Long-Term-User,Regular,False
17015,Rachel,Robinson,3578,Short_Term-User,New,False
5697,Claudia,Zeng,4506,Long-Term-User,Regular,False
9050,Colleen,Chavez,3150,Long-Term-User,Regular,False
2603,Virginia,Mehta,8376,Long-Term-User,VIP,True
2662,Andre,Sara,5913,Long-Term-User,VIP,False
17069,Amanda,Wood,6021,Long-Term-User,VIP,False
17077,Logan,Williams,5997,Long-Term-User,VIP,False
17041,Jack,Mitchell,3578,Short_Term-User,New,False
17068,Olivia,Bennett,5997,Long-Term-User,VIP,False
10940,Thomas,Roberts,4163,Long-Term-User,Regular,False
17040,Xavier,Lee,3578,Short_Term-User,New,False
2541,Paula,Ortega,6528,Long-Term-User,VIP,True
17064,Gabrielle,Turner,6026,Long-Term-User,VIP,False
3577,Anna,Price,1476,Long-Term-User,Regular,False
5665,Sophia,Nelson,4377,Long-Term-User,Regular,False
2516,Cara,Liang,5948,Long-Term-User,VIP,False
17071,Ian,Morris,5997,Long-Term-User,VIP,False
17043,Joseph,Brown,3578,Short_Term-User,New,False
5661,Lee,Blanco,5898,Long-Term-User,VIP,False
5639,Dennis,Ye,5974,Long-Term-User,VIP,False
5930,Savannah,Scott,4733,Long-Term-User,Regular,False
34,Jaime,Nath,6495,Long-Term-User,VIP,True
16682,Olivia,Jackson,3578,Short_Term-User,New,False
10814,Dalton,Brown,4118,Long-Term-User,Regular,False
15630,Miranda,Price,699,Short_Term-User,New,False
14556,Trisha,Lu,1277,Long-Term-User,Regular,False
5745,Lacey,Guo,6070,Long-Term-User,VIP,False
16679,Angel,Carter,3578,Short_Term-User,New,False
2681,Jan,Watson,5948,Long-Term-User,VIP,False
5929,Bryan,Stewart,4698,Long-Term-User,Regular,False
248,Claudia,Zhou,7131,Long-Term-User,VIP,True
14877,Noah,King,4629,Long-Term-User,Regular,False
33,Denise,Stone,6525,Long-Term-User,VIP,True
16918,Andrea,Sanders,3578,Short_Term-User,New,False
17079,Jack,Young,6011,Long-Term-User,VIP,False
5702,Laura,Zheng,4426,Long-Term-User,Regular,False
5932,Dalton,Lee,4767,Long-Term-User,Regular,False
11009,Alisha,Ye,4141,Long-Term-User,Regular,False
5664,Rosa,Lu,4471,Long-Term-User,Regular,False
5709,Kellie,Sanz,4406,Long-Term-User,Regular,False
51,Alan,Zheng,5007,Long-Term-User,VIP,False
10922,Lucas,Collins,4142,Long-Term-User,Regular,False
14869,Jessica,Lewis,5798,Long-Term-User,VIP,False
5703,Patricia,Raman,6021,Long-Term-User,VIP,False
6047,Preston,Sai,4467,Long-Term-User,Regular,False
2691,Claudia,Gao,7162,Long-Term-User,VIP,True
17065,Tamara,Nath,5962,Long-Term-User,VIP,False
5638,Evan,King,5900,Long-Term-User,VIP,False
8330,Nancy,Srini,2459,Long-Term-User,Regular,False
57,Michele,Nath,8207,Long-Term-User,VIP,True
2544,Phillip,Rana,5923,Long-Term-User,VIP,False
5689,Tabitha,Gomez,6080,Long-Term-User,VIP,False
14868,Carlos,Carter,5784,Long-Term-User,VIP,False
17042,Rebecca,Wright,3578,Short_Term-User,New,False
17063,Xavier,Roberts,5962,Long-Term-User,VIP,False
6050,Krystal,Lu,4347,Long-Term-User,Regular,False
8830,Lucas,Mitchell,4533,Long-Term-User,Regular,False
2766,Jaime,Shen,7152,Long-Term-User,VIP,True
2793,Charles,Taylor,7216,Long-Term-User,VIP,True
1222,Brandi,Ruiz,5968,Long-Term-User,VIP,False
11059,Jake,Zukowski,4118,Long-Term-User,Regular,False
17146,Brandon,Jones,3578,Short_Term-User,New,False
6310,Amy,Ma,6030,Long-Term-User,VIP,False
6311,Alejandro,Wang,6029,Long-Term-User,VIP,False
6321,Alan,Zhu,4391,Long-Term-User,Regular,False
14559,Zachary,Wilson,1307,Long-Term-User,Regular,False
17173,Charles,Moore,3578,Short_Term-User,New,False
6243,Dale,Chande,4386,Long-Term-User,Regular,False
6316,Carolyn,Munoz,6030,Long-Term-User,VIP,False
335,Nicole,Brown,8154,Long-Term-User,VIP,True
14888,Jack,Collins,4673,Long-Term-User,Regular,False
17132,Todd,Zhu,6011,Long-Term-User,VIP,False
17183,Fernando,Turner,3578,Short_Term-User,New,False
17187,Jenny,Wagner,3578,Short_Term-User,New,False
3582,Kevin,Adams,1562,Long-Term-User,Regular,False
17194,Taylor,Davis,6016,Long-Term-User,VIP,False
3585,Gabrielle,Mitchell,3040,Long-Term-User,Regular,False
17113,Savannah,Evans,3578,Short_Term-User,New,False
6230,Maria,Watson,4471,Long-Term-User,Regular,False
6247,Micah,Wu,4379,Long-Term-User,Regular,False
14889,Morgan,Edwards,4624,Long-Term-User,Regular,False
1221,Virginia,Sara,5950,Long-Term-User,VIP,False
17098,Jennifer,Barnes,3578,Short_Term-User,New,False
6295,Ruth,Arun,4355,Long-Term-User,Regular,False
6300,Jaclyn,Ferrier,4382,Long-Term-User,Regular,False
6248,Michael,Moore,4432,Long-Term-User,Regular,False
6281,Deanna,Mehta,6089,Long-Term-User,VIP,False
14890,Reginald,Munoz,4651,Long-Term-User,Regular,False
6070,Christy,Zheng,4426,Long-Term-User,Regular,False
9053,Theodore,Ruiz,3214,Long-Term-User,Regular,False
62,Todd,Gao,8129,Long-Term-User,VIP,True
6249,Alicia,Beck,4382,Long-Term-User,Regular,False
2571,Benjamin,Jackson,5948,Long-Term-User,VIP,False
6296,Victor,Sanz,4392,Long-Term-User,Regular,False
17097,Alexandra,Stewart,3578,Short_Term-User,New,False
6260,Trisha,Wang,4404,Long-Term-User,Regular,False
6313,Mayra,Kovar,4471,Long-Term-User,Regular,False
17150,William,Miller,3578,Short_Term-User,New,False
251,Shannon,Liu,7115,Long-Term-User,VIP,True
14880,Alyssa,Wood,4659,Long-Term-User,Regular,False
6258,Darren,Rana,4480,Long-Term-User,Regular,False
2784,Logan,Wright,5955,Long-Term-User,VIP,False
17171,Isabella,Johnson,3578,Short_Term-User,New,False
6333,Jonathan,Green,4480,Long-Term-User,Regular,False
61,Jon,Zhou,8153,Long-Term-User,VIP,True
17181,Jerry,Chander,3578,Short_Term-User,New,False
17149,Jon,Zhao,3578,Short_Term-User,New,False
11110,Jonathan,Mitchell,5971,Long-Term-User,VIP,False
6256,Carly,Nath,4441,Long-Term-User,Regular,False
6259,Fernando,Green,4347,Long-Term-User,Regular,False
9061,Kayla,Jackson,3142,Long-Term-User,Regular,False
334,Emily,Miller,8163,Long-Term-User,VIP,True
6242,Omar,Chander,4382,Long-Term-User,Regular,False
1218,Kyle,Roberts,5873,Long-Term-User,VIP,False
17156,Taylor,Watson,5962,Long-Term-User,VIP,False
6279,Isabella,Price,4382,Long-Term-User,Regular,False
6330,Jasmine,Wilson,6021,Long-Term-User,VIP,False
6234,Michele,Raman,4347,Long-Term-User,Regular,False
17191,Kimberly,Cook,5997,Long-Term-User,VIP,False
17100,Jesse,Turner,6021,Long-Term-User,VIP,False
17143,Willie,Lin,3578,Short_Term-User,New,False
6233,Walter,Jimenez,4347,Long-Term-User,Regular,False
9150,Heidi,Arun,3165,Long-Term-User,Regular,False
8340,Lance,Gomez,4316,Long-Term-User,Regular,False
3590,Mackenzie,Cook,1468,Long-Term-User,Regular,False
2847,Lisa,Zheng,5933,Long-Term-User,VIP,False
17148,Omar,Black,3578,Short_Term-User,New,False
6294,Alexandra,Allen,4417,Long-Term-User,Regular,False
6327,Paul,Shakespear,4467,Long-Term-User,Regular,False
6976,Candace,Sai,1518,Long-Term-User,Regular,False
3430,Lacey,He,8394,Long-Term-User,VIP,True
17223,Eduardo,Lewis,3578,Short_Term-User,New,False
17200,Alyssa,Jones,3578,Short_Term-User,New,False
9166,Kristina,Mehta,3191,Long-Term-User,Regular,False
14896,Jesse,Richardson,4650,Long-Term-User,Regular,False
17274,Madeline,Mitchell,5962,Long-Term-User,VIP,False
7189,Jeffery,Wang,6093,Long-Term-User,VIP,False
7190,Nancy,Mehta,4118,Long-Term-User,Regular,False
14906,Nathan,Hayes,4599,Long-Term-User,Regular,False
3603,Kaylee,Kelly,3150,Long-Term-User,Regular,False
3428,Emmanuel,Patel,8451,Long-Term-User,VIP,True
3592,Charles,Harris,1500,Long-Term-User,Regular,False
94,Aimee,He,8180,Long-Term-User,VIP,True
3160,Jay,Malhotra,5930,Long-Term-User,VIP,False
17244,Marcus,Cook,6061,Long-Term-User,VIP,False
17245,Samantha,Davis,6026,Long-Term-User,VIP,False
17298,Gabrielle,Edwards,5971,Long-Term-User,VIP,False
6512,Tabitha,Subram,4150,Long-Term-User,Regular,False
3526,Claudia,Sun,6665,Long-Term-User,VIP,True
17260,Samuel,Mitchell,6118,Long-Term-User,VIP,False
17286,Savannah,King,5997,Long-Term-User,VIP,False
6913,Louis,Zhou,4752,Long-Term-User,Regular,False
3151,Billy,Munoz,6705,Long-Term-User,VIP,True
6515,Cedric,Zhou,4142,Long-Term-User,Regular,False
18400,Janet,Gomez,3936,Long-Term-User,Regular,False
81,Damien,Chander,8204,Long-Term-User,VIP,True
2768,Linda,Jimenez,5910,Long-Term-User,VIP,False
17235,Jack,Nelson,5976,Long-Term-User,VIP,False
97,Andr├®s,Anand,8063,Long-Term-User,VIP,True
342,Randy,Zeng,8192,Long-Term-User,VIP,True
17269,Jordan,Campbell,5997,Long-Term-User,VIP,False
17299,Maria,Edwards,4828,Long-Term-User,Regular,False
17588,Xavier,Harris,3578,Short_Term-User,New,False
3597,Amber,Hill,3056,Long-Term-User,Regular,False
18399,Bruce,Suri,3964,Long-Term-User,Regular,False
14902,Lucas,Harris,5793,Long-Term-User,VIP,False
17340,Sean,Edwards,3578,Short_Term-User,New,False
17241,Eduardo,Clark,5998,Long-Term-User,VIP,False
2667,Teresa,Ruiz,5900,Long-Term-User,VIP,False
78,Leah,Ye,8169,Long-Term-User,VIP,True
104,Cassie,Chande,8182,Long-Term-User,VIP,True
17224,Jessica,Davis,3578,Short_Term-User,New,False
6513,Cesar,Suri,4170,Long-Term-User,Regular,False
2608,Levi,Rana,6464,Long-Term-User,VIP,True
6505,Anna,Williams,4362,Long-Term-User,Regular,False
3147,Toni,Sara,6750,Long-Term-User,VIP,True
6928,Douglas,Patel,4725,Long-Term-User,Regular,False
17581,Aimee,Liu,4793,Long-Term-User,Regular,False
77,Blake,Anderson,8159,Long-Term-User,VIP,True
6910,Joanna,Ortega,4761,Long-Term-User,Regular,False
3600,Charles,Wilson,3054,Long-Term-User,Regular,False
3196,Clinton,Blanco,8316,Long-Term-User,VIP,True
11119,Jennifer,Parker,4158,Long-Term-User,Regular,False
6371,Edwin,Chander,4742,Long-Term-User,Regular,False
2698,J├®sus,Munoz,6485,Long-Term-User,VIP,True
6915,Phillip,Suri,4698,Long-Term-User,Regular,False
9165,Carol Ann,Rockne,3150,Long-Term-User,Regular,False
1266,Alan,Guo,5964,Long-Term-User,VIP,False
17296,Wyatt,Collins,3578,Short_Term-User,New,False
6924,Cory,Malhotra,4752,Long-Term-User,Regular,False
6514,Micheal,Saunders,4260,Long-Term-User,Regular,False
17248,Jonathan,Adams,5962,Long-Term-User,VIP,False
17289,Marco,Srini,6039,Long-Term-User,VIP,False
6919,Suzanne,Zeng,4733,Long-Term-User,Regular,False
3614,Glenn,Huang,1601,Long-Term-User,Regular,False
14562,Micah,Zeng,1288,Long-Term-User,Regular,False
76,Felicia,Jimenez,8068,Long-Term-User,VIP,True
3156,Olivia,Morris,5993,Long-Term-User,VIP,False
6735,Leah,Sun,4698,Long-Term-User,Regular,False
102,Abby,Sai,8262,Long-Term-User,VIP,True
17256,Robert,Clark,6051,Long-Term-User,VIP,False
6923,Shane,Schmidt,4821,Long-Term-User,Regular,False
18392,Ebony,Chandra,3950,Long-Term-User,Regular,False
14892,Brandon,Johnson,5759,Long-Term-User,VIP,False
108,Bianca,Lin,8171,Long-Term-User,VIP,True
17661,Justin,Anderson,3578,Short_Term-User,New,False
17668,Devin,Williams,4370,Long-Term-User,Regular,False
17654,Grace,Williams,3578,Short_Term-User,New,False
135,Larry,Townsend,4911,Long-Term-User,Regular,False
2783,Kelli,Lu,6512,Long-Term-User,VIP,True
105,Edgar,Sara,8173,Long-Term-User,VIP,True
17795,Juan,Cooper,3578,Short_Term-User,New,False
17628,Edward,Collins,3578,Short_Term-User,New,False
6988,Cara,Sun,2450,Long-Term-User,Regular,False
125,Ross,Jordan,8129,Long-Term-User,VIP,True
17762,Robert,Campbell,3578,Short_Term-User,New,False
17646,Martin,Fernandez,3578,Short_Term-User,New,False
7239,Eduardo,Harris,6030,Long-Term-User,VIP,False
18401,Marvin,Browning,3993,Long-Term-User,Regular,False
1291,Kaylee,Morris,5873,Long-Term-User,VIP,False
17793,Henry,Stone,3578,Short_Term-User,New,False
7244,Cesar,Sai,6058,Long-Term-User,VIP,False
3703,Curtis,Zimmerman,6729,Long-Term-User,VIP,True
17673,Blake,Johnson,4355,Long-Term-User,Regular,False
17775,Latasha,Rowe,3578,Short_Term-User,New,False
7201,Alfredo,Gomez,4150,Long-Term-User,Regular,False
7221,Brent,Huang,6021,Long-Term-User,VIP,False
2779,Roger,Huang,4397,Long-Term-User,Regular,False
17676,Angel,Mitchell,3578,Short_Term-User,New,False
17629,Courtney,Phillips,3578,Short_Term-User,New,False
17651,Jessica,Clark,3578,Short_Term-User,New,False
17655,Miguel,Nelson,3578,Short_Term-User,New,False
17667,Kelvin,Zhu,4822,Long-Term-User,Regular,False
7205,Tiffany,Cai,4133,Long-Term-User,Regular,False
110,Ruben,Kapoor,8245,Long-Term-User,VIP,True
357,Terrence,Carson,5069,Long-Term-User,VIP,False
7273,Autumn,Lin,6056,Long-Term-User,VIP,False
7210,Ann,Chandra,6056,Long-Term-User,VIP,False
17630,Cynthia,Madan,3578,Short_Term-User,New,False
7197,Ivan,Rana,4133,Long-Term-User,Regular,False
14568,Dennis,Zheng,1239,Long-Term-User,Regular,False
3706,Riley,Wood,5875,Long-Term-User,VIP,False
17645,Martha,Chow,3578,Short_Term-User,New,False
17652,Lauren,Brown,3578,Short_Term-User,New,False
148,Ernest,Wu,8195,Long-Term-User,VIP,True
345,Jessie,Jimenez,8119,Long-Term-User,VIP,True
14925,Hannah,Robinson,5819,Long-Term-User,VIP,False
17408,Emma,Miller,3375,Short_Term-User,New,False
121,Beth,Jim├®nez,8242,Long-Term-User,VIP,True
106,Candace,Fernandez,8096,Long-Term-User,VIP,True
14565,Fernando,Nelson,1253,Long-Term-User,Regular,False
17776,Morgan,Anderson,3578,Short_Term-User,New,False
17796,Jesse,Allen,3578,Short_Term-User,New,False
17622,Kristen,Liu,3578,Short_Term-User,New,False
7269,Preston,Chapman,6102,Long-Term-User,VIP,False
107,Jessie,Liu,8079,Long-Term-User,VIP,True
6983,Francisco,Mehta,1538,Long-Term-User,Regular,False
1297,Francisco,Sara,13164,Long-Term-User,VIP,True
17798,Alexandra,Wood,3578,Short_Term-User,New,False
17800,Amber,Nelson,3578,Short_Term-User,New,False
7250,Alison,Chander,6044,Long-Term-User,VIP,False
9173,Kelli,Gao,3150,Long-Term-User,Regular,False
3713,Eugene,Liu,6660,Long-Term-User,VIP,True
7245,Lindsay,Chande,6021,Long-Term-User,VIP,False
7220,Felicia,Gomez,6038,Long-Term-User,VIP,False
17679,Ben,Adams,4337,Long-Term-User,Regular,False
113,Crystal,Wang,8295,Long-Term-User,VIP,True
3617,Emma,Sandberg,1538,Long-Term-User,Regular,False
17658,Ryan,Hayes,3578,Short_Term-User,New,False
11183,Madeline,Parker,6006,Long-Term-User,VIP,False
11231,Jordyn,Bennett,4223,Long-Term-User,Regular,False
7240,Alisha,Zhu,6030,Long-Term-User,VIP,False
15644,Benjamin,Miller,699,Short_Term-User,New,False
3701,Edward,Edwards,5904,Long-Term-User,VIP,False
18411,Lucas,Price,3400,Short_Term-User,New,False
14911,Natalie,Miller,4624,Long-Term-User,Regular,False
127,Shaun,Carson,4971,Long-Term-User,Regular,False
2775,Steve,Guo,4392,Long-Term-User,Regular,False
17666,Donna,Anand,4852,Long-Term-User,Regular,False
7274,Natalie,Moore,6104,Long-Term-User,VIP,False
3698,Nelson,Jimenez,6684,Long-Term-User,VIP,True
7252,Ricky,Sanz,6035,Long-Term-User,VIP,False
7215,Ronald,Suri,6093,Long-Term-User,VIP,False
3635,Amber,Baker,1538,Long-Term-User,Regular,False
1286,Bethany,Chande,5968,Long-Term-User,VIP,False
7253,Alvin,Sun,6021,Long-Term-User,VIP,False
366,Brittney,Sun,5024,Long-Term-User,VIP,False
1384,Albert,Gomez,5898,Long-Term-User,VIP,False
18012,Allison,Roberts,4334,Long-Term-User,Regular,False
9553,Heather,Liang,3034,Long-Term-User,Regular,False
445,Tina,Mehta,8136,Long-Term-User,VIP,True
2837,Dominic,Sara,4379,Long-Term-User,Regular,False
11733,Sean,Turner,4133,Long-Term-User,Regular,False
1322,Rosa,Hu,13215,Long-Term-User,VIP,True
17828,Joshua,Robinson,3578,Short_Term-User,New,False
17854,Miguel,Davis,3578,Short_Term-User,New,False
7695,Derrick,Gomez,6035,Long-Term-User,VIP,False
7310,Mandy,Wu,6090,Long-Term-User,VIP,False
1309,Margaret,He,13268,Long-Term-User,VIP,True
18468,Monica,Mehta,3375,Short_Term-User,New,False
17805,Wyatt,Allen,3578,Short_Term-User,New,False
3139,Vincent,He,4443,Long-Term-User,Regular,False
17858,Matthew,Johnson,3578,Short_Term-User,New,False
446,Kari,Kim,8098,Long-Term-User,VIP,True
3141,Meagan,Sai,4397,Long-Term-User,Regular,False
7335,Edwin,Ye,4698,Long-Term-User,Regular,False
15693,Isabella,Brown,1266,Long-Term-User,Regular,False
3652,Amber,Green,1588,Long-Term-User,Regular,False
17419,Kelli,Zhu,4539,Long-Term-User,Regular,False
365,Jennifer,Collins,4921,Long-Term-User,Regular,False
18005,Andrew,Thomas,4320,Long-Term-User,Regular,False
7488,Tasha,Nath,6021,Long-Term-User,VIP,False
7496,Jeremy,Phillips,6021,Long-Term-User,VIP,False
7694,Ann,Subram,6021,Long-Term-User,VIP,False
7458,Olivia,White,4826,Long-Term-User,Regular,False
7468,Darren,Townsend,5279,Long-Term-User,VIP,False
3794,Clayton,Nath,5948,Long-Term-User,VIP,False
17853,Mariah,Watson,3578,Short_Term-User,New,False
7701,Ernest,Zhao,5328,Long-Term-User,VIP,False
18112,Dale,Anand,4389,Long-Term-User,Regular,False
7005,Tonya,Shen,1518,Long-Term-User,Regular,False
18049,William,Harris,4355,Long-Term-User,Regular,False
17834,Abigail,Harris,3578,Short_Term-User,New,False
7471,Jennifer,Taylor,6021,Long-Term-User,VIP,False
7497,Vincent,Zheng,6122,Long-Term-User,VIP,False
7704,Vincent,Huang,5314,Long-Term-User,VIP,False
3834,Riley,Hayes,6679,Long-Term-User,VIP,True
18109,Seth,Evans,3578,Short_Term-User,New,False
17822,Blake,Jackson,3578,Short_Term-User,New,False
14944,Brianna,McDonald,5808,Long-Term-User,VIP,False
14952,Anthony,Anderson,4703,Long-Term-User,Regular,False
354,Carrie,Ortega,8078,Long-Term-User,VIP,True
382,Meredith,Raman,8161,Long-Term-User,VIP,True
14965,Christopher,Winston,4650,Long-Term-User,Regular,False
17857,Luke,Wang,3578,Short_Term-User,New,False
7697,Mindy,Black,6149,Long-Term-User,VIP,False
360,Jarrod,Prasad,4959,Long-Term-User,Regular,False
3779,Renee,Jimenez,6673,Long-Term-User,VIP,True
8416,Devin,Collins,2435,Long-Term-User,Regular,False
14970,Jason,Parker,4650,Long-Term-User,Regular,False
2823,Jay,Moyer,6523,Long-Term-User,VIP,True
3833,Barry,Rana,5938,Long-Term-User,VIP,False
17841,Valerie,Harrison,4398,Long-Term-User,Regular,False
7464,Adriana,Suri,4725,Long-Term-User,Regular,False
3649,Eric,Evans,3024,Long-Term-User,Regular,False
18467,Lance,Jimenez,3375,Short_Term-User,New,False
14707,Francisco,Madan,1239,Long-Term-User,Regular,False
7494,Kaitlin,McDonald,6029,Long-Term-User,VIP,False
1399,Ashley,Clark,6498,Long-Term-User,VIP,True
14569,Christy,Wu,1253,Long-Term-User,Regular,False
358,Ramon,Ye,4943,Long-Term-User,Regular,False
447,Bethany,Chander,8237,Long-Term-User,VIP,True
3772,Heidi,Vance,6689,Long-Term-User,VIP,True
18045,Olivia,Wilson,4320,Long-Term-User,Regular,False
17852,Miguel,Mitchell,3578,Short_Term-User,New,False
14956,Anna,Robinson,4644,Long-Term-User,Regular,False
450,Alvin,Hu,8130,Long-Term-User,VIP,True
1396,Kyle,Carter,5968,Long-Term-User,VIP,False
17836,Elijah,Phillips,3578,Short_Term-User,New,False
17844,Chloe,Price,3578,Short_Term-User,New,False
17860,Micah,Cai,4355,Long-Term-User,Regular,False
17991,Ann,Raman,3578,Short_Term-User,New,False
9174,Dennis,Zhao,3181,Long-Term-User,Regular,False
11248,Ryan,Williams,5978,Long-Term-User,VIP,False
18020,Isaiah,Morris,4355,Long-Term-User,Regular,False
11374,Gabrielle,Bell,5976,Long-Term-User,VIP,False
17832,Elizabeth,Harris,3578,Short_Term-User,New,False
3795,Gilbert,Becker,5873,Long-Term-User,VIP,False
11714,Joseph,Miller,4148,Long-Term-User,Regular,False
3777,Ronald,Arthur,5908,Long-Term-User,VIP,False
17824,Xavier,Brown,3578,Short_Term-User,New,False
7463,Clarence,Zhu,4752,Long-Term-User,Regular,False
18133,Brianna,Cook,3578,Short_Term-User,New,False
7693,Preston,Mehta,6035,Long-Term-User,VIP,False
3646,Isaac,Kelly,1538,Long-Term-User,Regular,False
369,Edward,Miller,5105,Long-Term-User,VIP,False
17855,Morgan,Walker,4355,Long-Term-User,Regular,False
7699,Jaclyn,Chande,5314,Long-Term-User,VIP,False
7465,Toni,Suri,4698,Long-Term-User,Regular,False
17806,Marissa,Bennett,3578,Short_Term-User,New,False
17871,Brian,Watson,4334,Long-Term-User,Regular,False
2845,Phillip,Mehta,4355,Long-Term-User,Regular,False
18107,Calvin,Beck,3578,Short_Term-User,New,False
8388,Ruth,Rana,2464,Long-Term-User,Regular,False
14706,Levi,Prasad,1274,Long-Term-User,Regular,False
3138,Joy,Ruiz,4397,Long-Term-User,Regular,False
11269,Alexandra,Barnes,6031,Long-Term-User,VIP,False
359,Cynthia,Malhotra,5034,Long-Term-User,VIP,False
448,Jennifer,Roberts,8078,Long-Term-User,VIP,True
7495,Marcus,Young,6037,Long-Term-User,VIP,False
7692,Claudia,Zheng,6070,Long-Term-User,VIP,False
7333,Emmanuel,Malhotra,4752,Long-Term-User,Regular,False
2808,Frederick,Rana,4506,Long-Term-User,Regular,False
451,Brett,Mehta,8173,Long-Term-User,VIP,True
17872,Jasmine,West,4414,Long-Term-User,Regular,False
7332,Jerry,Chande,4752,Long-Term-User,Regular,False
3140,Meredith,Sai,4397,Long-Term-User,Regular,False
18139,Eduardo,Wood,4374,Long-Term-User,Regular,False
17840,Connor,Parker,3578,Short_Term-User,New,False
